Sentence #,Word,POS,Tag
,ñawpa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 1117,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 1118,Gaius,NNS,B-PER
,Iulius,NNS,I-PER
,Caesar,NNS,I-PER
Sentence: 1119,.,NNS,O
,',NNS,O
,Huwan,NNS,B-PER
,XIX,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1120,.,NNS,O
,',NNS,O
,Real,NNS,B-ORG
,Madrid,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 1121,毛澤東,NNS,O
,/,NNS,O
,毛泽东,NNS,O
,Mao,NNS,B-PER
,Zedong,NNS,I-PER
,(,NNS,O
,1893-1976,NNS,O
,),NNS,O
Sentence: 1122,Kashamarka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kashapampa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kachachi,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 1123,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Franz,NNS,B-LOC
,Tamayo,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Pilichuku,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 1124,.,NNS,O
,',NNS,O
,Georgi,NNS,B-PER
,Parvanov,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1125,Piruw,NNS,B-ORG
,suyup,NNS,I-ORG
,Rimana,NNS,I-ORG
,Wasin,NNS,I-ORG
Sentence: 1126,.,NNS,O
,',NNS,O
,Piyu,NNS,B-PER
,VI,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1127,Waqwa,NNS,B-LOC
,'Nycticorax,NNS,O
,nycticorax,NNS,O
,',NNS,O
Sentence: 1128,Tikina,NNS,B-LOC
,yaku,NNS,I-LOC
,k'ikllu,NNS,I-LOC
,",",NNS,O
,San,NNS,B-LOC
,Pidru,NNS,I-LOC
,Tikina,NNS,I-LOC
,munisipyu,NNS,I-LOC
,",",NNS,O
,Manqu,NNS,B-LOC
,Qhapaq,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Titiqaqa,NNS,B-LOC
,qucha,NNS,I-LOC
Sentence: 1129,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 1130,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 1131,Joanne,NNS,B-PER
,K.,NNS,I-PER
,Rowling,NNS,I-PER
Sentence: 1132,PUSAPUNA,NNS,O
,Warmi,NNS,B-LOC
,suwa,NNS,I-LOC
,challwa,NNS,I-LOC
Sentence: 1133,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 1134,Escrito,NNS,O
,en,NNS,O
,colaboración,NNS,O
,con,NNS,O
,Adolfo,NNS,B-PER
,Bioy,NNS,I-PER
,Casares,NNS,I-PER
Sentence: 1135,.,NNS,O
,',NNS,O
,U,NNS,B-PER
,Thant,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1136,PUSAPUNA,NNS,O
,Hugo,NNS,B-PER
,Ballivián,NNS,I-PER
,Rojas,NNS,I-PER
Sentence: 1137,Phiruru,NNS,B-ORG
,',NNS,O
,(,NNS,O
,=,NNS,O
,',NNS,O
,Rueca,NNS,O
,',NNS,O
,),NNS,O
,",",NNS,O
,(,NNS,O
,Polea,NNS,O
,),NNS,O
,',NNS,O
Sentence: 1138,PUSAPUNA,NNS,O
,Pilón,NNS,B-ORG
,Lajas,NNS,I-ORG
,kawsay,NNS,I-ORG
,pacha,NNS,I-ORG
,churarikusa,NNS,I-ORG
Sentence: 1139,Wasay,NNS,B-LOC
,'Euterpe,NNS,O
,precatoria,NNS,O
,',NNS,O
Sentence: 1140,Cajas,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,parki,NNS,I-LOC
Sentence: 1141,Chuqiyapu,NNS,B-LOC
,suyupi,NNS,I-LOC
,",",NNS,O
,Lariqaqa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Wanay,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 1142,Kashamarka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kashapampa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kachachi,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 1143,Beni,NNS,B-ORG
,kawsay,NNS,I-ORG
,pacha,NNS,I-ORG
,risirwa,NNS,I-ORG
Sentence: 1144,PUSAPUNA,NNS,O
,K'upuraki,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Ariqipa,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1145,San,NNS,B-ORG
,Rafael,NNS,I-ORG
,qucha,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
,(,NNS,O
,satillitimanta,NNS,O
,rikusqa,NNS,O
,),NNS,O
Sentence: 1146,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Hartford,NNS,B-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 1147,Qhichwa,NNS,B-ORG
,simipitaq,NNS,I-ORG
,wamaq,NNS,O
,rimaykunamanta,NNS,O
,simikunallapim,NNS,O
,.,NNS,O
Sentence: 1148,.,NNS,O
,',NNS,O
,Francisco,NNS,B-PER
,García,NNS,I-PER
,Calderón,NNS,I-PER
Sentence: 1149,.,NNS,O
,',NNS,O
,Antonio,NNS,B-PER
,Gutiérrez,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1150,Juanaqa,NNS,O
,Piruw,NNS,B-ORG
,Chakraruna,NNS,I-ORG
,Hatun,NNS,I-ORG
,Tantanakuypim,NNS,I-ORG
,',NNS,O
,(,NNS,O
,Confederación,NNS,O
,Campesina,NNS,O
,del,NNS,O
,Perú,NNS,O
,CCP,NNS,O
,),NNS,O
,',NNS,O
,wankurisqa,NNS,O
,.,NNS,O
Sentence: 1151,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Tlaxcala,NNS,B-ORG
,de,NNS,I-ORG
,Xicohténcatl,NNS,I-ORG
,llaqtam,NNS,O
,.,NNS,O
Sentence: 1152,Charlie,NNS,B-PER
,Chaplin,NNS,I-PER
Sentence: 1153,Wilhelm,NNS,B-PER
,von,NNS,I-PER
,Humboldtpa,NNS,I-PER
,wawqinmi,NNS,O
,karqan,NNS,O
,.,NNS,O
Sentence: 1154,.,NNS,O
,',NNS,O
,Shinzo,NNS,B-PER
,Abe,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1155,2007,NNS,O
,/,NNS,O
,AS,NNS,B-ORG
,Roma,NNS,I-ORG
,Italya,NNS,B-LOC
Sentence: 1156,Andrés,NNS,B-PER
,Iniesta,NNS,I-PER
,-,NNS,O
,7,NNS,O
,.,NNS,O
Sentence: 1157,Chakamarka,NNS,B-ORG
,willkachasqa,NNS,I-ORG
,ñawpa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 1158,Tumipampa,NNS,B-LOC
,(,NNS,O
,'Cuenca,NNS,O
,',NNS,O
,),NNS,O
Sentence: 1159,.,NNS,O
,',NNS,O
,Manuel,NNS,B-PER
,Pardo,NNS,I-PER
,y,NNS,I-PER
,Lavalle,NNS,I-PER
Sentence: 1160,Tunshu,NNS,B-LOC
,(,NNS,I-LOC
,Hunin,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1161,***,NNS,O
,Sunt'ichiq,NNS,B-LOC
,akatanqa,NNS,I-LOC
,(,NNS,O
,genus,NNS,O
,'Canthon,NNS,O
,',NNS,O
,),NNS,O
Sentence: 1162,Puna,NNS,B-LOC
,qiwlla,NNS,I-LOC
,'Larus,NNS,O
,serranus,NNS,O
,',NNS,O
Sentence: 1163,Barack,NNS,B-PER
,Obama,NNS,I-PER
,(,NNS,O
,*1961,NNS,O
,-,NNS,O
,),NNS,O
Sentence: 1164,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 1165,Asu,NNS,B-LOC
,Asuni,NNS,I-LOC
,(,NNS,O
,"7,3km",NNS,O
,),NNS,O
Sentence: 1166,Rio,NNS,B-LOC
,de,NNS,I-LOC
,Janeiro,NNS,I-LOC
,(,NNS,O
,Brasil,NNS,B-LOC
,),NNS,O
Sentence: 1167,PUSAPUNA,NNS,O
,Qulan,NNS,B-ORG
,walla,NNS,I-ORG
,risirwa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 1168,Noel,NNS,B-ORG
,Kempff,NNS,I-ORG
,Mercado,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1169,José,NNS,B-PER
,Santos,NNS,I-PER
,Chocano,NNS,I-PER
,(,NNS,O
,1875-1934,NNS,O
,),NNS,O
Sentence: 1170,Usqhullu,NNS,B-LOC
,'Leopardus,NNS,O
,colocolo,NNS,O
,',NNS,O
,=,NNS,O
,'Oncifelis,NNS,O
,colocolo,NNS,O
,',NNS,O
Sentence: 1171,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1954,NNS,I-ORG
Sentence: 1172,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 1173,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
,.,NNS,O
Sentence: 1174,Sama,NNS,B-ORG
,walla,NNS,I-ORG
,kawsay,NNS,I-ORG
,risirwa,NNS,I-ORG
Sentence: 1175,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2002,NNS,I-ORG
Sentence: 1176,PUSAPUNA,NNS,O
,Jayu,NNS,B-LOC
,Quta,NNS,I-LOC
,(,NNS,I-LOC
,Ladislao,NNS,I-LOC
,Cabrera,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1177,Laja,NNS,B-ORG
,qucha,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parkipi,NNS,I-ORG
Sentence: 1178,Uywantullu,NNS,B-LOC
,'Podiceps,NNS,O
,occipitalis,NNS,O
,',NNS,O
Sentence: 1179,.,NNS,O
,',NNS,O
,Ronaldo,NNS,B-PER
,',NNS,O
,.,NNS,O
Sentence: 1180,PUSAPUNA,NNS,O
,Q'uwa,NNS,B-LOC
,Laki,NNS,I-LOC
,distritu,NNS,I-LOC
Sentence: 1181,Taqna,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kantarawi,NNS,B-LOC
,pruwinsya,NNS,I-LOC
Sentence: 1182,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 1183,Fray,NNS,B-ORG
,Jorge,NNS,I-ORG
,sach'a,NNS,I-ORG
,sach'a,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1184,Kutupaksi,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1185,.,NNS,O
,',NNS,O
,Nicolás,NNS,B-PER
,de,NNS,I-PER
,Piérola,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1186,Gilberto,NNS,B-PER
,Silva,NNS,I-PER
,-,NNS,O
,9,NNS,O
,.,NNS,O
Sentence: 1187,Wamp'u,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Ariqipa,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1188,**,NNS,O
,Ñañu,NNS,B-ORG
,tunqur,NNS,I-ORG
,',NNS,O
,(,NNS,O
,Bronchus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 1189,Benedikt,NNS,B-PER
,Höwedes,NNS,I-PER
,-,NNS,O
,5,NNS,O
,.,NNS,O
Sentence: 1190,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 1191,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 1192,San,NNS,B-LOC
,Matías,NNS,I-LOC
,-,NNS,I-LOC
,San,NNS,B-LOC
,Carlos,NNS,I-LOC
,amachana,NNS,I-LOC
,sach'a-sach'a,NNS,I-LOC
Sentence: 1193,.,NNS,O
,',NNS,O
,Manuel,NNS,B-PER
,Prado,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1194,.,NNS,O
,',NNS,O
,Kurt,NNS,B-PER
,Waldheim,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1195,San,NNS,B-LOC
,Pedro,NNS,I-LOC
,(,NNS,I-LOC
,nina,NNS,I-LOC
,urqu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1196,Wilson,NNS,B-PER
,da,NNS,I-PER
,Silva,NNS,I-PER
,Piazza,NNS,I-PER
,-,NNS,O
,4,NNS,O
,.,NNS,O
Sentence: 1197,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1958,NNS,I-ORG
Sentence: 1198,.,NNS,O
,',NNS,O
,Simón,NNS,B-PER
,Bolívar,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1199,.,NNS,O
,',NNS,O
,Emil,NNS,B-PER
,Constantinescu,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1200,PUSAPUNA,NNS,O
,Q'asiri,NNS,B-LOC
,rit'i,NNS,I-LOC
,urqu,NNS,I-LOC
,(,NNS,I-LOC
,Taqna,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1201,.,NNS,O
,',NNS,O
,Piyu,NNS,B-PER
,VIII,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1202,**,NNS,O
,Puka,NNS,B-LOC
,uya,NNS,I-LOC
,makisapa,NNS,I-LOC
,'Ateles,NNS,O
,paniscus,NNS,O
,',NNS,O
Sentence: 1203,Lima,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Waruchiri,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,San,NNS,B-LOC
,Mateo,NNS,I-LOC
,distritu,NNS,I-LOC
Sentence: 1204,Waytunas,NNS,B-LOC
,qucha,NNS,I-LOC
,(,NNS,O
,satillitimanta,NNS,O
,rikusqa,NNS,O
,),NNS,O
Sentence: 1205,Kunti,NNS,B-LOC
,Walla,NNS,I-LOC
,(,NNS,I-LOC
,Ikwadur,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1206,Pukyunqa,NNS,O
,Llankanati,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parkipim,NNS,I-ORG
,.,NNS,O
Sentence: 1207,PUSAPUNA,NNS,O
,Kutawasi,NNS,B-ORG
,qhichwa,NNS,I-ORG
,risirwa,NNS,I-ORG
Sentence: 1208,pusapuna,NNS,O
,Piruwanu,NNS,B-ORG
,Kumunista,NNS,I-ORG
,Partidu,NNS,I-ORG
Sentence: 1209,Podocarpus,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1210,Alberto,NNS,B-ORG
,de,NNS,I-ORG
,Agostini,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1211,.,NNS,O
,',NNS,O
,Didier,NNS,B-PER
,Drogba,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1212,Louis,NNS,B-PER
,Braille,NNS,I-PER
,(,NNS,O
,4-I-1809,NNS,O
,-,NNS,O
,†,NNS,O
,6-I-1852,NNS,O
,),NNS,O
,",",NNS,O
Sentence: 1213,Pumanuta,NNS,B-LOC
,(,NNS,O
,5.5,NNS,O
,m,NNS,O
,),NNS,O
Sentence: 1214,.,NNS,O
,',NNS,O
,Toribio,NNS,B-PER
,Rodríguez,NNS,I-PER
,de,NNS,I-PER
,Mendoza,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1215,.,NNS,O
,',NNS,O
,Real,NNS,B-ORG
,Madrid,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 1216,.,NNS,O
,',NNS,O
,Fabio,NNS,B-PER
,Cannavaro,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1217,Madidi,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parkipi,NNS,I-ORG
,(,NNS,O
,Rurrenabaque,NNS,B-LOC
,ñiqpi,NNS,O
,),NNS,O
Sentence: 1218,Sankay,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1219,Chila,NNS,B-ORG
,walla,NNS,I-ORG
,(,NNS,O
,Mismi,NNS,B-LOC
,),NNS,O
Sentence: 1220,.,NNS,O
,',NNS,O
,Antonio,NNS,B-PER
,Alzamendi,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1221,PUSAPUNA,NNS,O
,Kunturkunka,NNS,B-LOC
,(,NNS,I-LOC
,Ayakuchu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1222,PUSAPUNA,NNS,O
,Noemi,NNS,B-PER
,(,NNS,I-PER
,takiq,NNS,I-PER
,),NNS,I-PER
Sentence: 1223,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 1224,pusapuna,NNS,O
,Kristup,NNS,B-ORG
,Ukhun,NNS,I-ORG
,raymi,NNS,I-ORG
Sentence: 1225,.,NNS,O
,',NNS,O
,Bobby,NNS,B-PER
,Charlton,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1226,Awya,NNS,B-ORG
,Yala,NNS,I-ORG
,Mama,NNS,I-ORG
,Llaqtakunap,NNS,I-ORG
,Tantanakuynin,NNS,I-ORG
Sentence: 1227,.,NNS,O
,',NNS,O
,Alan,NNS,B-PER
,García,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1228,Mana,NNS,B-ORG
,kamachiy,NNS,I-ORG
,tantanakuy,NNS,I-ORG
Sentence: 1229,PUSAPUNA,NNS,O
,Piruw,NNS,B-ORG
,suyup,NNS,I-ORG
,Rimana,NNS,I-ORG
,Wasin,NNS,I-ORG
Sentence: 1230,Puka,NNS,B-LOC
,luwichu,NNS,I-LOC
,'Mazama,NNS,O
,americana,NNS,O
,',NNS,O
Sentence: 1231,REDIRECCIÓN,NNS,O
,Santu,NNS,B-LOC
,Tumas,NNS,I-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Chumpiwillka,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1232,Pastasa,NNS,B-LOC
,mayu,NNS,I-LOC
,",",NNS,O
,Pastasa,NNS,B-LOC
,marka,NNS,I-LOC
,",",NNS,O
,Ikwadur,NNS,B-LOC
Sentence: 1233,Qhipaqnin,NNS,O
,kaq,NNS,O
,Vittorio,NNS,B-PER
,Emanuele,NNS,I-PER
,III,NNS,I-PER
Sentence: 1234,.,NNS,O
,',NNS,O
,Miguel,NNS,B-PER
,de,NNS,I-PER
,San,NNS,I-PER
,Román,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1235,Yana,NNS,B-LOC
,machin,NNS,I-LOC
,'Cebus,NNS,O
,apella,NNS,O
,',NNS,O
Sentence: 1236,San,NNS,B-ORG
,Sebastián,NNS,I-ORG
,Yachay,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 1237,.,NNS,O
,',NNS,O
,Griguryu,NNS,B-PER
,X,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1238,Sumaku,NNS,B-ORG
,Napu,NNS,I-ORG
,-,NNS,I-ORG
,Galeras,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1239,Macau,NNS,B-LOC
,(,NNS,O
,澳门特别行政区,NNS,O
,),NNS,O
Sentence: 1240,.,NNS,O
,',NNS,O
,Petra,NNS,B-ORG
,',NNS,O
,.,NNS,O
Sentence: 1241,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 1242,Escrito,NNS,O
,en,NNS,O
,colaboración,NNS,O
,con,NNS,O
,Jorge,NNS,B-PER
,Luis,NNS,I-PER
,Borges,NNS,I-PER
Sentence: 1243,Beni,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
Sentence: 1244,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,Springfield,NNS,B-LOC
,llaqtam,NNS,O
,.,NNS,O
Sentence: 1245,Qiwuña,NNS,B-LOC
,'Polylepis,NNS,O
,sp,NNS,O
,.,NNS,O
,',NNS,O
Sentence: 1246,.,NNS,O
,',NNS,O
,Pedro,NNS,B-PER
,Diez,NNS,I-PER
,Canseco,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1247,Ch'umpi,NNS,B-LOC
,churu,NNS,I-LOC
,k'usillu,NNS,I-LOC
,(,NNS,O
,'Lagothrix,NNS,O
,lagothricha,NNS,O
,',NNS,O
,),NNS,O
,(,NNS,O
,``,NNS,O
,chorongo,NNS,O
,',NNS,O
,),NNS,O
Sentence: 1248,Kashamarka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Lampalliqi,NNS,B-LOC
,suyu,NNS,I-LOC
Sentence: 1249,.,NNS,O
,',NNS,O
,AC,NNS,B-ORG
,Milan,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 1250,Kuntur,NNS,B-LOC
,(,NNS,O
,'Vultur,NNS,O
,gryphus,NNS,O
,',NNS,O
,),NNS,O
Sentence: 1251,PUSAPUNA,NNS,O
,California,NNS,B-ORG
,",",NNS,I-ORG
,Berkeley,NNS,I-ORG
,Yachay,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 1252,.,NNS,O
,',NNS,O
,Serapio,NNS,B-PER
,Calderón,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1253,.,NNS,O
,',NNS,O
,Franz,NNS,B-PER
,Beckenbauer,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1254,PUSAPUNA,NNS,O
,Kungu,NNS,B-LOC
,Runakamaq,NNS,I-LOC
,Ripuwlika,NNS,I-LOC
Sentence: 1255,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 1256,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 1257,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 1258,.,NNS,O
,',NNS,O
,Willy,NNS,B-PER
,Brandt,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1259,.,NNS,O
,',NNS,O
,Marco,NNS,B-PER
,van,NNS,I-PER
,Basten,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1260,.,NNS,O
,',NNS,O
,Tumpis,NNS,B-LOC
,suyu,NNS,I-LOC
,',NNS,O
,.,NNS,O
Sentence: 1261,PUSAPUNA,NNS,O
,Laram,NNS,B-ORG
,Q'awa,NNS,I-ORG
,urqu,NNS,I-ORG
,(,NNS,I-ORG
,Paqaqi,NNS,I-ORG
,),NNS,I-ORG
Sentence: 1262,Buliwyap,NNS,B-LOC
,Kunti,NNS,I-LOC
,Wallan,NNS,I-LOC
,",",NNS,O
,Antikuna,NNS,B-LOC
Sentence: 1263,Andrés,NNS,B-PER
,Bello,NNS,I-PER
,",",NNS,O
,Humanist,NNS,O
,",",NNS,O
,Dichter,NNS,O
,",",NNS,O
,Philosoph,NNS,O
,",",NNS,O
,Pädagoge,NNS,O
,und,NNS,O
,Philologe,NNS,O
Sentence: 1264,.,NNS,O
,',NNS,O
,José,NNS,B-PER
,Rufino,NNS,I-PER
,Echenique,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1265,Hukllachasqa,NNS,B-LOC
,Amirika,NNS,I-LOC
,Suyukuna,NNS,I-LOC
Sentence: 1266,PUSAPUNA,NNS,O
,California,NNS,B-ORG
,",",NNS,I-ORG
,Berkeley,NNS,I-ORG
,Yachay,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 1267,Joanne,NNS,B-PER
,K.,NNS,I-PER
,Rowling,NNS,I-PER
Sentence: 1268,Tampu,NNS,B-LOC
,mayu,NNS,I-LOC
,(,NNS,I-LOC
,Hunin,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1269,Fray,NNS,B-ORG
,Jorge,NNS,I-ORG
,sach'a,NNS,I-ORG
,sach'a,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1270,Kashamarka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kashapampa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kachachi,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 1271,PUSAPUNA,NNS,O
,Chawpi,NNS,B-LOC
,Awya,NNS,I-LOC
,Yalap,NNS,I-LOC
,Wat'a,NNS,I-LOC
,qutu,NNS,I-LOC
Sentence: 1272,Chakamarka,NNS,B-ORG
,willkachasqa,NNS,I-ORG
,ñawpa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 1273,Kamasqa,NNS,O
,",",NNS,O
,Alan,NNS,B-PER
,García,NNS,I-PER
,Umalliqmi,NNS,O
,.,NNS,O
Sentence: 1274,San,NNS,B-LOC
,Salvador,NNS,I-LOC
,de,NNS,I-LOC
,Jujuy,NNS,I-LOC
,(,NNS,O
,1.259,NNS,O
,msnm,NNS,O
,),NNS,O
Sentence: 1275,pusapuna,NNS,O
,Ho,NNS,B-LOC
,Chi,NNS,I-LOC
,Minh,NNS,I-LOC
,llaqta,NNS,I-LOC
Sentence: 1276,Bastian,NNS,B-PER
,Schweinsteiger,NNS,I-PER
,-,NNS,O
,8,NNS,O
,.,NNS,O
Sentence: 1277,.,NNS,O
,',NNS,O
,Emil,NNS,B-PER
,Constantinescu,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1278,Carl,NNS,B-PER
,von,NNS,I-PER
,Linné,NNS,I-PER
Sentence: 1279,P'aqchi,NNS,B-ORG
,',NNS,O
